"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (59-58-19-15-11-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (59-58-19-15-11-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (58-26-04-06-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (58-26-04-06-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (54-45-08-31-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (54-45-08-31-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (54-34-23-14-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (54-34-23-14-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (53-44-05-08-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (53-44-05-08-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (44-18-03-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (44-18-03-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (43-25-12-26-12-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (43-25-12-26-12-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (38-03-06-12-11-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (38-03-06-12-11-2015)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (34-41-01-06-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (34-41-01-06-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (29-48-03-06-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (29-48-03-06-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (28-45-19-05-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (28-45-19-05-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (23-07-16-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (23-07-16-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (19-07-04-05-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (19-07-04-05-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (17-43-22-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (17-43-22-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (11-48-22-04-02-2016)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (11-48-22-04-02-2016)","CURRENT-Nam Wook Kim - Qualification to Prevent Retakes (10-13-23-13-11-2015)","UPDATE-Nam Wook Kim - Qualification to Prevent Retakes (10-13-23-13-11-2015)","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A1OT6KFM1QNF1I","https://requester.mturk.com/workers/A1OT6KFM1QNF1I","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1OU2MFE2T47AF","https://requester.mturk.com/workers/A1OU2MFE2T47AF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1OV3PYENO8IVV","https://requester.mturk.com/workers/A1OV3PYENO8IVV","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1OXHIJ79K3D2E","https://requester.mturk.com/workers/A1OXHIJ79K3D2E","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1OXWOY327UHXK","https://requester.mturk.com/workers/A1OXWOY327UHXK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1OZ3PPHAEWA8S","https://requester.mturk.com/workers/A1OZ3PPHAEWA8S","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1OZ474K25NRBN","https://requester.mturk.com/workers/A1OZ474K25NRBN","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1P1AU0ZG7I6P5","https://requester.mturk.com/workers/A1P1AU0ZG7I6P5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1P4C2GOR5NNCR","https://requester.mturk.com/workers/A1P4C2GOR5NNCR","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1P4HV9BKPBADK","https://requester.mturk.com/workers/A1P4HV9BKPBADK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1P5H6G2CN68GH","https://requester.mturk.com/workers/A1P5H6G2CN68GH","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1P6IZ56D6C4A9","https://requester.mturk.com/workers/A1P6IZ56D6C4A9","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1PEDOBB4HEG9","https://requester.mturk.com/workers/A1PEDOBB4HEG9","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","50","","50","","","","Never Blocked","",""
"A1PEIDP4S4COIC","https://requester.mturk.com/workers/A1PEIDP4S4COIC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1PLKT0OSX7AHC","https://requester.mturk.com/workers/A1PLKT0OSX7AHC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1PQ7MDJGRCA05","https://requester.mturk.com/workers/A1PQ7MDJGRCA05","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1PSS0WOH2SGX0","https://requester.mturk.com/workers/A1PSS0WOH2SGX0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1PT2HV1OUPEDV","https://requester.mturk.com/workers/A1PT2HV1OUPEDV","2","2","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","50","","Never Blocked","",""
"A1PUJBRZJQQ5ZI","https://requester.mturk.com/workers/A1PUJBRZJQQ5ZI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1PULHBGR1WCXM","https://requester.mturk.com/workers/A1PULHBGR1WCXM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1PYJJJU2DCOX2","https://requester.mturk.com/workers/A1PYJJJU2DCOX2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1PZ8103QIN8RP","https://requester.mturk.com/workers/A1PZ8103QIN8RP","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1Q1V2LGH4A252","https://requester.mturk.com/workers/A1Q1V2LGH4A252","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1Q3LPTU81GHND","https://requester.mturk.com/workers/A1Q3LPTU81GHND","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1Q4JD9YNJOLW","https://requester.mturk.com/workers/A1Q4JD9YNJOLW","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A1Q77IUQOX38U5","https://requester.mturk.com/workers/A1Q77IUQOX38U5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1Q8THUCH96UVV","https://requester.mturk.com/workers/A1Q8THUCH96UVV","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1Q9GPUCKQSEN9","https://requester.mturk.com/workers/A1Q9GPUCKQSEN9","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A1QB3CCWQI879L","https://requester.mturk.com/workers/A1QB3CCWQI879L","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1QC1LG0AEIRZ1","https://requester.mturk.com/workers/A1QC1LG0AEIRZ1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1QC9MDXNYLFO","https://requester.mturk.com/workers/A1QC9MDXNYLFO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1QCPAEFI51ZJT","https://requester.mturk.com/workers/A1QCPAEFI51ZJT","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","","","","","","","","","Never Blocked","",""
"A1QFL2GS6L26HG","https://requester.mturk.com/workers/A1QFL2GS6L26HG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1QH4WYALT52EZ","https://requester.mturk.com/workers/A1QH4WYALT52EZ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","","","","","","","","","Never Blocked","",""
"A1QJ2VPPZG16EG","https://requester.mturk.com/workers/A1QJ2VPPZG16EG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1QKA0RYS6ZWGC","https://requester.mturk.com/workers/A1QKA0RYS6ZWGC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","Never Blocked","",""
"A1QKE62QJZPB1C","https://requester.mturk.com/workers/A1QKE62QJZPB1C","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1QKKPUJA5SVE2","https://requester.mturk.com/workers/A1QKKPUJA5SVE2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1QQQES9RRY155","https://requester.mturk.com/workers/A1QQQES9RRY155","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1QRDCN4UL9SQD","https://requester.mturk.com/workers/A1QRDCN4UL9SQD","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1QUI9OOTG3LOR","https://requester.mturk.com/workers/A1QUI9OOTG3LOR","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1QVNF19XSRSD7","https://requester.mturk.com/workers/A1QVNF19XSRSD7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1QX1RYLCFXZJ9","https://requester.mturk.com/workers/A1QX1RYLCFXZJ9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1QX3RFWG2EFWF","https://requester.mturk.com/workers/A1QX3RFWG2EFWF","1","1","100.00%","1","1","100.00%","1","1","100.00%","50","","50","","","","","","","","","","","","","","50","","","","50","","","","","","","","","","50","","Never Blocked","",""
"A1QXW6HGZCSSNV","https://requester.mturk.com/workers/A1QXW6HGZCSSNV","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1R3OF27MS4TVT","https://requester.mturk.com/workers/A1R3OF27MS4TVT","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1R3W25JDAUQ09","https://requester.mturk.com/workers/A1R3W25JDAUQ09","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","50","","50","","","","Never Blocked","",""
"A1R596RK1F29UU","https://requester.mturk.com/workers/A1R596RK1F29UU","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1R6H2KP67L2VJ","https://requester.mturk.com/workers/A1R6H2KP67L2VJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1R8GN716KFA3L","https://requester.mturk.com/workers/A1R8GN716KFA3L","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1R93MQYAFEVX1","https://requester.mturk.com/workers/A1R93MQYAFEVX1","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","50","","50","","","","Never Blocked","",""
"A1REM2A3XHTB9E","https://requester.mturk.com/workers/A1REM2A3XHTB9E","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1RG6DXHRLUGDI","https://requester.mturk.com/workers/A1RG6DXHRLUGDI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1RLOSY8T7CXBR","https://requester.mturk.com/workers/A1RLOSY8T7CXBR","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1ROJUY61VEXJX","https://requester.mturk.com/workers/A1ROJUY61VEXJX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1RPH8TA9U76V","https://requester.mturk.com/workers/A1RPH8TA9U76V","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1RRPAJVT12RGT","https://requester.mturk.com/workers/A1RRPAJVT12RGT","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1RTEBQDAOHDQ1","https://requester.mturk.com/workers/A1RTEBQDAOHDQ1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1RTWFNH97M2G0","https://requester.mturk.com/workers/A1RTWFNH97M2G0","6","6","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1RUKXHTLMYTEN","https://requester.mturk.com/workers/A1RUKXHTLMYTEN","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1RXJYREB0DOTE","https://requester.mturk.com/workers/A1RXJYREB0DOTE","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1RY1AF3L1BGWW","https://requester.mturk.com/workers/A1RY1AF3L1BGWW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1S04H6JP4JN7X","https://requester.mturk.com/workers/A1S04H6JP4JN7X","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1S0K5MZGN0VBL","https://requester.mturk.com/workers/A1S0K5MZGN0VBL","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","50","","50","","50","","50","","","","Never Blocked","",""
"A1S0MT0FSF9SF8","https://requester.mturk.com/workers/A1S0MT0FSF9SF8","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","Never Blocked","",""
"A1S16TCGCGT37M","https://requester.mturk.com/workers/A1S16TCGCGT37M","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1S1TCJZ9O4V1X","https://requester.mturk.com/workers/A1S1TCJZ9O4V1X","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","50","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1S2EAJHQSD1XY","https://requester.mturk.com/workers/A1S2EAJHQSD1XY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1S2YNON606ZA3","https://requester.mturk.com/workers/A1S2YNON606ZA3","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A1S50KDDV19SMG","https://requester.mturk.com/workers/A1S50KDDV19SMG","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A1S6RHOIZCLW0E","https://requester.mturk.com/workers/A1S6RHOIZCLW0E","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1S9VTN2NHGOA4","https://requester.mturk.com/workers/A1S9VTN2NHGOA4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","","","50","","","","","","","","Never Blocked","",""
"A1SA6H7CRTQLKA","https://requester.mturk.com/workers/A1SA6H7CRTQLKA","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1SC2RFB9W6BSG","https://requester.mturk.com/workers/A1SC2RFB9W6BSG","1","1","100.00%","0","0","0.00%","0","0","0.00%","50","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","50","","Never Blocked","",""
"A1SFLK0J8UFKTK","https://requester.mturk.com/workers/A1SFLK0J8UFKTK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1SG85M8W4G6F2","https://requester.mturk.com/workers/A1SG85M8W4G6F2","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1SHX2IWPS639K","https://requester.mturk.com/workers/A1SHX2IWPS639K","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A1SN7EOZUW5VP3","https://requester.mturk.com/workers/A1SN7EOZUW5VP3","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","50","","","","50","","","","50","","","","50","","","","","","","","Never Blocked","",""
"A1SO9R81HMMIQD","https://requester.mturk.com/workers/A1SO9R81HMMIQD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","50","","","","","","","","","","","","","","50","","","","50","","50","","50","","50","","50","","","","Never Blocked","",""
